Date,Open,High,Low,Close,Volume,funding_rate
2021-01-02 00:00:00,29331.7,29469.0,28946.53,29351.95,7393.028526,0.0001
2021-01-02 08:00:00,29751.47,29899.0,29473.91,29755.0,9226.804608,0.00020151
2021-01-03 08:00:00,34451.78,34670.41,33403.0,34413.53,22651.532867,0.00114744
2021-01-04 00:00:00,33000.05,33588.0,32400.25,33505.16,14536.79062,0.00164126
2021-01-04 08:00:00,32068.84,32567.88,28130.0,30743.06,46591.471025,0.00236482
2021-01-04 16:00:00,31745.71,31920.0,30626.36,31665.51,19886.660603,0.00056137
2021-01-06 16:00:00,34566.18,35695.0,34372.92,34816.72,18876.49598,0.00149253
2021-01-07 08:00:00,36863.04,37913.72,36300.0,37822.09,17213.968918,0.00142744
2021-01-08 00:00:00,39432.48,39699.87,36500.0,38347.1,23563.558207,0.00213517
2021-01-08 08:00:00,38929.56,41500.45,38222.0,41286.67,26858.313228,0.00092044
2021-01-08 16:00:00,40829.07,41600.0,39800.0,40365.09,20523.08366,0.00131892
2021-01-09 16:00:00,40525.16,40880.0,39869.0,40665.91,10121.055377,0.00146942
2021-01-10 00:00:00,40088.22,41350.0,40087.15,40316.64,11827.445704,0.00145604
2021-01-10 16:00:00,39671.82,39757.55,37111.0,37456.77,26106.908154,0.00052988
2021-01-11 00:00:00,38150.02,38264.74,33600.0,35438.23,37334.824103,0.00086486
2021-01-11 16:00:00,31582.82,33585.17,30420.0,32254.62,51176.262042,0.00053444
2021-01-12 00:00:00,35410.37,35547.19,33677.03,34984.96,20156.062178,0.00033526
2021-01-12 08:00:00,36413.6,36499.98,34757.0,35410.99,20129.584186,0.00050855
2021-01-13 08:00:00,34986.9,35250.0,34200.0,34385.48,21211.79171,0.0002259
2021-01-14 00:00:00,37371.38,38172.22,37000.0,37045.13,16138.473791,0.00078331
2021-01-14 16:00:00,39546.01,40000.0,39212.15,39876.98,14738.643826,0.00068503
2021-01-15 08:00:00,38473.07,38780.0,37923.0,38108.88,11723.414644,0.00064483
2021-01-16 00:00:00,36737.43,37669.0,35852.93,36532.92,15996.272919,0.0001
2021-01-16 16:00:00,37463.46,37713.94,36200.0,36376.39,12777.18605,0.00068496
2021-01-17 08:00:00,34760.91,35400.0,33850.0,35267.17,20790.970257,0.00030276
2021-01-18 00:00:00,35824.99,36208.0,34842.99,35106.25,12865.201223,0.00055375
2021-01-18 16:00:00,36405.99,36565.0,35400.0,35956.14,10602.829967,0.0010355
2021-01-19 00:00:00,36622.46,37280.0,36364.43,36465.3,15332.388515,0.0006167
2021-01-21 00:00:00,35468.23,35600.0,34230.76,34571.09,10995.708084,0.00042078
2021-01-21 08:00:00,34624.27,34681.73,32009.68,32208.62,32172.086072,0.00048357
