job_id,status,real_development_model_fitting_performed,coverage_fraction,mse
v3g5job:d8339c003da82100a74b9f1249cb0f15dc8c04772a1621007e7148ec5be189de,SUCCESS,False,1.0,0.01279136821469922
v3g5job:d6d4851c97d53c90aadfd6119c400556f920727bb3d1feea903af0fde9ad7119,SUCCESS,False,1.0,0.010527738644229392
v3g5job:14699dbdab486a967141dbdaee4d5e09f5d144717ec9abd0ac8aa8e1bcda3c70,SUCCESS,False,1.0,0.005725386051719571
v3g5job:59da48463f14feab67d9ddc56304c1b48598c3b4ae57d7ed1c7a4e1fde8c8123,SUCCESS,False,1.0,0.004444954785675348
v3g5job:ab0127b210f24601343f4f09a93b5d3e278d7b716b408dc89e0c18147190c34d,SUCCESS,False,1.0,0.004182187001443971
v3g5job:188bff09e806db2ca427059ce1ef33d5eb345e620bb37299aba67e553009e445,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:62ba85ec30e4fc1a727e4334d6c9ea4e0aa8f1f7ac55e649a5464fbdd2b2f8d9,SUCCESS,False,1.0,0.010631896863197831
v3g5job:74f2d62649221f5cdfed93d87f7bba9515f90944fb133a0b328925ed64a35171,SUCCESS,False,1.0,0.00551284810214726
v3g5job:4481cadd6d2fed251d6b3e5e2caf903dd235880782819678ad2f3bbb51176641,SUCCESS,False,1.0,0.00493723166290472
v3g5job:d88c5cb0604cfff238f83da94e8b8d42a71fe1471f998681c655e1f20bb331ba,SUCCESS,False,1.0,0.004618906897748755
v3g5job:1a8ecae40d565c691e91616c9c7d06008cabdd112e1c8a90cc280a1e524017bb,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:c379a7c73702902b1f29abb875daef4c31b689402abfec94d7bfa202c7182fe9,SUCCESS,False,1.0,0.01038945861487768
v3g5job:0611917b8919a85600ecf6af84a0adaa27c9c9ce62414c40e2ec06660d1fbaa4,SUCCESS,False,1.0,0.005381601121613125
v3g5job:a3f44cf6814a085103c27db3d8d86bd4541c6037d68525baa12a3ca67d353f7d,SUCCESS,False,1.0,0.004704533097364908
v3g5job:f4bc1d870c42b0cd2b1fea16403963299b0c7fa20b53310334b8ba2cc2521b54,SUCCESS,False,1.0,0.00459507837000827
v3g5job:ad40a76e815122235268d6cea497660292ff4b5e85a0286322bb1ee7988222f7,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:c3a319d9356c8cd6d2b307551b4bb908df80b1ef381b3fb2e588bb636464d563,SUCCESS,False,1.0,0.010006535298226702
v3g5job:b2cdab0e7b95d47c7a6576f49cddf6ad1963e793ed382730bb8cb7f61dc50b17,SUCCESS,False,1.0,0.005263858820048242
v3g5job:98a6ece7a9c10fbcabfe96daf17ef5d051713df798771014bd05e0850b9b5349,SUCCESS,False,1.0,0.004481745060390317
v3g5job:1bf59e5e18a76c5c97146d48ad877fe06b2801e2524157953a013791b76219c0,SUCCESS,False,1.0,0.004474551657707592
