job_id,status,real_development_model_fitting_performed,coverage_fraction,mse
v3g5job:592f4d5ae73cabe69c7d992b617cc6a3039415cb4f26681a0174d2fc471694fe,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:85614dfa253c5c5b069a7497ffa64eeb5c2d59deca9b8dfcc0de8f24995686ec,SUCCESS,False,1.0,0.004599739374876083
v3g5job:9266eeaa1ad2ceaec4ac4375cd46d9a4434fcea94cb60b065a1dec2c6fa63d77,SUCCESS,False,1.0,0.00250577368437876
v3g5job:94985b3abf5b7a954e4ae75f6fbfa0fa425a8dc2dd6fef828d4c8401098d24db,SUCCESS,False,1.0,0.002336297325618054
v3g5job:3180c3535e03968a45dd2370aac14bcd3a7c63c42c0bad7fc3e81e128b1a1aa1,SUCCESS,False,1.0,0.0021912500801446705
v3g5job:5b0d6a54161df31f7f467358a742337d5f5b8145bc5b513a2165f22fee7dcc18,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:df237c9be3c842d513fe4b5c44e4f04618d70ea92a6ea09df31d22227911eaed,SUCCESS,False,1.0,0.004939739307926349
v3g5job:4eab4ee845cd9ec306a1ca2731946d92f7a4614e9a084b5057a825835fbc71e9,SUCCESS,False,1.0,0.002666990496640956
v3g5job:c9536d4c88d08a93224420d941b8a6ea17b21fb30cd97b5c747be908591aae85,SUCCESS,False,1.0,0.0024751207244637103
v3g5job:3af71d8e6478abc94b39668bd794123bce070bea0ec97f2ea6ab2f3b8bc713b9,SUCCESS,False,1.0,0.002224396988879628
v3g5job:6de0601cd8eca1b131958ad5ee3869d9e9f9410959e5d60a251385e0649ce767,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:b7a2f107a5169c5ffe5527e280f477c00fe3f46af794eedbacf6ca3b064e7346,SUCCESS,False,1.0,0.004638582585972803
v3g5job:a76f101f3f874670aece8708fc0564af03ed40fcace4d772965ad9e11b54c5f0,SUCCESS,False,1.0,0.002536620329905622
v3g5job:1b7f181ca427750aab37503bedb2ba8934128707f1aca676fc34e9c55e19607a,SUCCESS,False,1.0,0.0023370235307631926
v3g5job:d193f84aae8412115414a7b50af62c343222a6f0a52aa897a0191426c9e56140,SUCCESS,False,1.0,0.002200903194381605
v3g5job:4565c4d4e0c3683dd07826d891e9ed4688def3921b0291de16ff41c8d3a78a68,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:7910c68e612bf66a4ddedb7bc7549a07599e2dcd9607062fdd72e4411b5e4d30,SUCCESS,False,1.0,0.005189376182494911
v3g5job:700239929a7e2e5df63a01188cb8cf497b93813cc8251b9188c9e8b26ece31e3,SUCCESS,False,1.0,0.002851990921093354
v3g5job:1e9fa33178fba919574ef73fad0578ceec31b8a55e1259b292acb7b345d6294a,SUCCESS,False,1.0,0.002598172004014511
v3g5job:9486a410ea8eb0b1dbfbcb7ff4608c76210a2e2625a2bf34f5d0557c1c4cfef2,SUCCESS,False,1.0,0.002366124478425978
v3g5job:28477320874f20253ed570866d07f8315a50f91a1f0dae581966dff5624c308d,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:d2b62a394ca2c198578b1750da49b01617777bb52118ffc1197ce6cb5d752ff0,SUCCESS,False,1.0,0.005134850592823277
v3g5job:d37fdbeb1606d34389a65068c0d3074e20d68d556af49fec89225a4a90948ec9,SUCCESS,False,1.0,0.0028384031368899787
v3g5job:726085270d80d28dea6f6055bdb3f192c91005183f9db4b06f4173a59a01d010,SUCCESS,False,1.0,0.0026311475228779496
v3g5job:c14bfb83be0739bf6c2d9e7c52d0fbcdb1e59e23395652ce0dab2ac095b6dcf5,SUCCESS,False,1.0,0.0023417474497535915
v3g5job:aeb707ffe02ed790ca4d4786eac934d48037aa4b787b4ccdcb5fe7df6c50b2e6,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:bc0ddfc657d5f441d9f2595703caa9ab6be084215f7b33c9e9e70c864095518c,SUCCESS,False,1.0,0.0047591378085442
v3g5job:50d2976a1e38a1e0b891608d8007cf3130e1dfecd4417f06d602d9674c8a4df3,SUCCESS,False,1.0,0.0026316521153891604
v3g5job:c6ad382f373a9f540507bdbfc90e68d23aabf548a4279eadf94c3ba54f253dbe,SUCCESS,False,1.0,0.002422948853207161
v3g5job:e14e70a3319c0a90aef6f4aa7b06376124388d2f97b5354ec24bed0a82e12b17,SUCCESS,False,1.0,0.0022519505111266583
v3g5job:6726fc1795b912ec0409f5c8166ab7daa5333d118c4e967320a087946e11aed0,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:33e4225337c95cc92c0874e2048e36859f3988cef5e61edb9de975c84e6b7e68,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:3b63502fa1b190a305101564ae7d414808da823579d441c326ffd54004f1119b,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:8ae1ead05faca2ce1289512dac7d0cdad45a9dfffc272f09b45bd8b373231f94,SUCCESS,False,1.0,0.002270581015722878
v3g5job:4f796fab45b9c1c3af9d7b0b5cc1fa0a3580bcd757816424f3d59d8a8f0c32ca,SUCCESS,False,1.0,0.0021596623884764486
v3g5job:72806692717811bd3f9b5c28e8f7fdd3ed39d8b6452f4f5912987b349be26f5a,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:d4dc2657a3bb35b549b54c15f8afe8b75a3531fe6f71b2bf9af98442203b52c1,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:8712926848147be4d30fae1c801f0d300e8431a21c4d44ee9f17ebccbb305722,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:0aa9a0a591edd3f12a0427cfec2dad1448b9ab02104355757b000d6e403d768f,SUCCESS,False,1.0,0.002376454547602259
v3g5job:3a747969e825b5ac560b772cb3327d6ec8fe98c4168ea274d474404068b8558d,SUCCESS,False,1.0,0.002245288206757612
v3g5job:7c407b1eb33670072e3418641d78a7ada8cb365b04b65eb4be0f233e88a00925,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:225a3f99abcd66521ff26aa3ec7906cc9c60b073d4b4f13b01222e19f0191627,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:11de7ac5dba7b2d7b4ed2de211fb20d7cabdf142d28fffa19164aeec4f381205,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:e9cb6c629ff431a3c40f938f8fce6680627d11e958d3f65c1826ce87c09e45e6,SUCCESS,False,1.0,0.0022042735180468087
v3g5job:35914173819aea5780c28fdb6e208cf0c3d90fa3b9196315c015e1e390732c3d,SUCCESS,False,1.0,0.002098391525552015
v3g5job:19cdb039ab288bd94866b9ba8170137597a6124599dca22bcd16b80fd9e7f662,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:a6591742da53b532673e971bb798cc820a954e1ed3660b1200afd2599de1a62b,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:faef9ef91ffacef7bf37dc0a18f11d760ff5be09dd37e5691adde2a9fc6f1364,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:50dd9867d65cc71c794edbd63bcf9ba988849dc95df48fb4db6e1a846176640e,SUCCESS,False,1.0,0.0023450413833636125
v3g5job:8959f73cc6b450cc8980c509e6647a4d0750ba67af4f1903299589acf7ae337c,SUCCESS,False,1.0,0.0021412526957969263
v3g5job:8b06676c234e16894f0689f39cd3fe425e99d473815cb199a22614b1810f00bd,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:3b4a765587d21f72e250b90dec689761169ca37cedd6457f1a5f03e1cbd3c788,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:a3d9abfab700feff6a71a1c2f744dc9ff1a6e56f2a2edda4cb8f9511470f6802,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:98c6f4e7200b81519d971766f2fd374c724944bdf15a3b948148d36ac6416e98,SUCCESS,False,1.0,0.002278790420343678
v3g5job:1d31ce0fd6e2e55f64e91a5566ce0326a5ff26f464ff103e21b6856d10030a5d,SUCCESS,False,1.0,0.0021578768067963207
v3g5job:4a7087cdcd7ff21a7f363a43c2eb24f5604368fa67d016a458835950bc59d8f1,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:3ef4343f7ec7ba204f5a26397d4351b1ea4ca9c50116ec893431508002ca60d2,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:427f10ab28e1cc37a1985f3c82e76c750d47481b7bbc7e97b693a4a6dc337fab,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:687a8f39adf39162a5fc618ae1a2022d267952e364cd8f2b0ba84d479f5be7b4,SUCCESS,False,1.0,0.0021972385037572384
v3g5job:5795d6629180cbb2582b08c810590d278077c59f2fd705a70fe2e56bfad7e7ff,SUCCESS,False,1.0,0.002098183084139729
