job_id,status,real_development_model_fitting_performed,coverage_fraction,brier_score,log_loss
v3g5job:66abd2a34899e4130a44a173848c99953cea98c356024a7b86ca55ed1f39da18,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:3f68d9b87ed8e7d15752dfeb140e76f382a5b2cf31cd754629b4331d323d5c79,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:b31d18b0ba232ade0a3de340c907645e68b6d8bffdf6a506230e74bc63469154,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:680cfc7424e969211736ac585ea51bf2877305b4f09fae819cb0837b4cda2bb8,SUCCESS,False,1.0,0.2505211387575164,0.6942157190521198
v3g5job:c7c2e74bff006b5f475baece41ea059e1235242becd414bd4c79253890c7aac6,SUCCESS,False,0.5547445255474452,0.2509231355443418,0.6949967186782258
v3g5job:0c434ba37cc087b0019fc90fb4b58b9c20ae4b68640f8f2d3794d940e81d2729,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:104355f621b8eee60ab24ced0faf51ea8cc395850ebcf986de406263fe99a139,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:bd6b9684f9347766324ff96cec53007eef5f8c267ee80a6cbd14dd96883a4037,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:b3bfa1178fce1c20799ba7536ed283ac8851f03a09d3e94bdb654cfad27d8530,SUCCESS,False,1.0,0.250926212400873,0.6950410854737218
v3g5job:ed886b76ee30d671262bec1ad21063f22fa12e124eafec31c9d9f191e3360fa7,SUCCESS,False,0.5182481751824818,0.2515134790310609,0.6961842358813117
v3g5job:bae36a67cd5ca9422cfe6265437aabf3cae5281a4b77e036db62ee6081068da0,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:7e8c00bc54e5c45d43dac5bc17d46c4771553e30a4f0125ef28c23be7d17f1fa,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:d3995c7ad351818e72d2811cd590e2e881e768a8529619e53449a3151d24b136,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:9637aaef32b5c71acde79baecbbba655a07f01489c36d1ef43e9073245752537,SUCCESS,False,0.9927007299270073,0.25102957313792806,0.6952500296872904
v3g5job:1d16c7d35290ab9c726b213add187aa6db774c09f3a41ba4217d414a93230ae9,SUCCESS,False,0.5109489051094891,0.25123449356301236,0.6956229596341431
v3g5job:e38c9a96cefcaa867fb5ab94bf7865989c8abb5451a004dd90fad7837cb7b45e,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:e05f940980d9f03ec22a4df0be384bf4fb922569a54f55d0fb05da3b23ea062f,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:2cb4bc1f9b45c8f6090bcaf1b08637d0be36677300cf29219f693a25f2b1eec4,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:81ba380ea53724a2548feedbb91f62a6c567031c7e0f8de447180835c8cd235c,SUCCESS,False,1.0,0.2506160963768507,0.6944113564251411
v3g5job:31f5bd9ad7a799f77323d07b4f74b916b2a8c181ecbfaa160c46d8779e69b91e,SUCCESS,False,0.5328467153284672,0.2509885079115294,0.6951313321059395
v3g5job:f322ab826744e764a95bcf2a1820d6cb38d1136bde5e62c108d05d53603726ad,SUCCESS,False,1.0,0.3056995208688163,0.8128872888542547
v3g5job:a8c61a4e56d61a57f395c6cad89df610c478b6052dedb46754cd87d81eb6098b,SUCCESS,False,1.0,0.2478865861746104,0.6889021005884419
v3g5job:0a92277e4e57b75ba360bd947e5836bd175d44f8846976c974d44eed355d22de,SUCCESS,False,1.0,0.2567644807636477,0.7067544064673212
v3g5job:1008a1f03faecae922085a53f1cc0c85c789504282abcba3d45d92ae4b6641d1,SUCCESS,False,1.0,0.2509046804228146,0.6949943919595447
v3g5job:ef2df0b8b4aae3fab4558e57c22b76a5e2b8fdb10c313f689aa76963c1ee67e2,SUCCESS,False,0.7226277372262774,0.2503192640339364,0.6937857869990256
v3g5job:290fdcf6fb6a59ba4077b5c978ce0849580130fe2b9446ecdc090e75931cbccc,SUCCESS,False,1.0,0.31608154871261757,0.839745988345485
