job_id,status,real_development_model_fitting_performed,coverage_fraction,brier_score,log_loss
v3g5job:4d5b98cdbcf43b7aed2c9d2f6647ac21f6d78985306e68f94b9aec7ac7871069,SUCCESS,False,1.0,0.2842456419895407,0.7635810983271107
v3g5job:0d0ad8913dca12ff7233e79e9498f05403584e2f76e3e6cded1f6d051953062a,SUCCESS,False,1.0,0.24830763608914844,0.6897657150292111
v3g5job:063789f5ee4cd212db0c33665a326b263819aba66daf74e370d03fb2ad29e746,SUCCESS,False,0.9416058394160584,0.2603526782966992,0.7142206633891502
v3g5job:5654551695161df9518c1f17007d75b4c84acffc887f5ecd9d66465cc54d7d86,SUCCESS,False,1.0,0.2508902715775438,0.6949694742404016
v3g5job:b0b455ed4392765a6e757d97589c14e8df1e8a315888a88cc05f9e2a64e5d7e5,SUCCESS,False,0.6496350364963503,0.2508788794866134,0.6949073665139606
v3g5job:9c96b35e1792cf8288aef18287556fb6882fc85f4a189ecd62a3d12540c19166,SUCCESS,False,1.0,0.29632558427477224,0.7903340501377497
v3g5job:c66657453babc6e9a3fe8e1381588f5b389c5ad649b28ed56f65a237c81e36c8,SUCCESS,False,1.0,0.249362778305585,0.6919273082622484
v3g5job:a58a924ee83e109d8f78557f80bc36bf9ff4c2ac83abc63a63ae0ac09e44a209,SUCCESS,False,0.9562043795620438,0.2586046131660125,0.7105596517221147
v3g5job:3f9705b1d7fe59414f1af845426895337dd79d614b74cfbf5f190ca6c229944e,SUCCESS,False,1.0,0.25049985483228276,0.69416843435238
v3g5job:373f38753c977b10432bc7fd201610fd71265c2c1368fee7c02ca3d6c4f10eb3,SUCCESS,False,0.5766423357664233,0.2510521977993969,0.6952553783201224
v3g5job:e77a4089868561e990c933f4869e5e436893eea98013a50b57f5dcc0ca039ffc,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:c8aaa241c2b0193e226501d8ee98fc1bca900b0a6f49b9f727c52b898b3abfb5,SUCCESS,False,1.0,0.24836756898158016,0.6898877823720105
v3g5job:88cd61d93d695b185dceadafb4492a9097830f4ba908ff0fc3244f2c5e56b1b8,SUCCESS,False,0.9708029197080292,0.2592200961286665,0.7118014534993714
v3g5job:52e177f1d324a8db5efcc7b30d97a068f35f8c575fcfea59cfb590fd492fd881,SUCCESS,False,0.9124087591240876,0.24898201428237446,0.6911105070556856
v3g5job:a82fcbc7546fa2acd881d24352f593baa6048ec694794365ae56b47060fac878,SUCCESS,False,0.8394160583941606,0.2509328446574301,0.6950156004932883
v3g5job:cd82c3d070bbc9f5756a77da10ad537af4814017e7f618ba0962f659ae400698,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:2708afa8b036d16114a45046cb55da7180e1c61fb4b0f31a8ad055c0d26116d6,SUCCESS,False,1.0,0.2482649367029416,0.6896769496694025
v3g5job:c2dbae04799291e42a8a7e0097beea5b4ffab943355db03f926ac37f517ecc7e,SUCCESS,False,0.9635036496350365,0.25853770201116016,0.710412597000194
v3g5job:45c4205ada8dc904edda06e3125d78dde41dd59d72ae953d31274655dc7c11ab,SUCCESS,False,1.0,0.25040063433779947,0.6939671949984675
v3g5job:1383067040bd89ca7544a139e345ca32b9305ce3ee2d745900084dd50d95b24b,SUCCESS,False,0.48175182481751827,0.24940957659497093,0.6919670431605233
v3g5job:6f6ee11ec50c723f870e3126ea844b9b6a00417c034be9911aad8aa1c1f18fbc,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:7ebd4696444ad97f472eaac43292eb96f965473e5e08c976218912d0c8289e51,SUCCESS,False,1.0,0.2480403566869418,0.6892125343799833
v3g5job:afd87c9039e3aeb0f437786e498cea3b897661e645fb4dc5952664db42c3f957,SUCCESS,False,1.0,0.25702659286447166,0.7072862034294173
v3g5job:841806d3561da26872626aa0784b007ee2f60553bc3da6af69ad2727541552af,SUCCESS,False,0.9124087591240876,0.24912325629062557,0.6913964636475171
v3g5job:f1621f62835dfb7201f314a4a7b9b34b89f996c3ba1041f0c34aff0ea8fc06e0,SUCCESS,False,0.5328467153284672,0.2500640407579501,0.6932750795586424
v3g5job:70bcbe1b3a2bae0639732aeb855e78cd3515547cf69011768caa6e0d73840324,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:d77fd75b459f2c3a07a179004481b68b45b4595de9d770c5c22a8f4ba65328bd,SUCCESS,False,1.0,0.24848113517517115,0.6901217247490528
v3g5job:7c829955eaf02355abe4292bd29c55be7d8c2e807e0c2bda53f9c3488debb97b,SUCCESS,False,1.0,0.2567935510335278,0.7068126021024477
v3g5job:d0c5cd6244f14510005ec3067bd24d759d5e4e083141216539a374b44d6d7731,SUCCESS,False,1.0,0.25032285267768495,0.6938111500837604
v3g5job:dfeb16b21394e62d300a98707373428cfc9ff0552a71b330f81596dbbcbc4b99,SUCCESS,False,0.5255474452554745,0.24913212372370344,0.6914121855881868
v3g5job:20498aa4874fb02a1b71b55b14063e24b3d086d3a44a46a2493c484236470dce,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:4f1c84a8edfd989cd2eb166c3c9abff04946fd89c3df5f62be4f32efb68c3538,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:e313bb6bfe1169b1c461c8f315a16a6fcd2a12a4f976794eae62447340c70e28,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:b7ceb1653607676d357be7fc578f9ea2dd4daf6ef6296f7a0e81418b7c95b1c6,SUCCESS,False,1.0,0.2505211387575164,0.6942157190521198
v3g5job:30670d6c1c16d9ca86e395913fe6a581cf70cd8da2459db92f59f8f4f3bab253,SUCCESS,False,0.5547445255474452,0.2509231355443418,0.6949967186782258
v3g5job:ae059295f902e3639ebec522eda73b9ed8def2bcf4020199d7d4ae8378867a9e,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:e57e3eb9a41c778bc68d203375d008747cd800222b73f40627a75d029835625f,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:2f018992dee8355975881208d55b2c06ea4f2f4860f7bc31324308d378a2e6c8,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:aaf390ed613c6c38ac250346cb56d2605c4fe9ff4794e615097cf1ff5762f8e1,SUCCESS,False,1.0,0.250926212400873,0.6950410854737218
