job_id,status,real_development_model_fitting_performed,coverage_fraction,brier_score,log_loss
v3g5job:44f2bc9fef8f2442e89ae7458aa16b907c24dcf4552c28cf1201458f4d68b6bc,SUCCESS,False,1.0,0.3212462348182885,0.8526371282011191
v3g5job:888892b6c061cf379a580ca8978a5e2e97f0697a0adc131104a061005f86c68d,SUCCESS,False,1.0,0.24965322517908553,0.6925217441076081
v3g5job:a1b3fc809fabcf72f5b102b4865ffbb791a70d7b73dacf3157240587e39c2ae1,SUCCESS,False,0.9562043795620438,0.2586213505291434,0.7106406240332317
v3g5job:5b9c77d83ae1538f3a1d565e9297e15e16079723d75a369da9b46027fc10c2eb,SUCCESS,False,1.0,0.25107952475675954,0.6953473186365701
v3g5job:823f690c7d1127d80d5153e2c7bc0c1a70f2abe912b85a405c31315b693fff43,SUCCESS,False,0.6715328467153284,0.2504839080375697,0.694116912727436
v3g5job:408f0bfaf7d18eaabf44c2c1022b0cdef29d55d092dd7998489a81c47b71b223,SUCCESS,False,1.0,0.3215026768303894,0.853703528512658
v3g5job:5f97c4e5741f89b232f0dd245c781455c60cd1dc4acd2a422164864a2b920c69,SUCCESS,False,1.0,0.24961304084617889,0.6924387942303081
v3g5job:4e1fe5d58c8ed0fdf581e8af893935c3fd0f3725de5468aa1f71ab58f1aea0eb,SUCCESS,False,0.9708029197080292,0.25749960793556026,0.708289178202196
v3g5job:96f6641201d83cb911d2c2fc8372f56e2373084487de9ac03ca48bcda9a6fa2f,SUCCESS,False,1.0,0.2509646105011468,0.6951117109731272
v3g5job:b9a4b1078e7132f0eb944d2822d86449cea4a0d0f774af5d1e085252b6d6f41b,SUCCESS,False,0.781021897810219,0.25057245944787976,0.6942933320607051
v3g5job:23417ca37e2939fd095992866913802e00a0a9566d27fd9bf5080c9796358aac,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:b666ef455f74f7fad6d489926942dbd8b53b11b8b880cfc8330070a316c635ff,SUCCESS,False,1.0,0.2479054587342517,0.6889235983132715
v3g5job:ce75efc86dea4fa54d4b812f92cc65bb6c09c872b31bb21898b4bcd4cc1b91e0,SUCCESS,False,1.0,0.2566523313155074,0.7065253444482897
v3g5job:b013732f8dcee6d98077d2a96a667edefcdb2e9fcff071a0139046da03b2f890,SUCCESS,False,0.8905109489051095,0.2501172934121326,0.6934734155561525
