job_id,status,real_development_model_fitting_performed,coverage_fraction,brier_score,log_loss
v3g5job:a10969819c1d58a0be39cf9d6cfd064039fa935ff7567dba905ddbe1574f58fb,SUCCESS,False,1.0,0.25484563804624893,0.7028840189884575
v3g5job:75bce1b159290eb333a553f6293fffd0c978a9527ff58456c6f579a4485ce442,SUCCESS,False,0.007312614259597806,0.24998225379759956,0.6931118961534584
v3g5job:c2e2d10522d53cb762c99812004679472db72d30ac1ee7600451a52213f12987,SUCCESS,False,0.6794637416209628,0.2512915897907895,0.6957676809305996
v3g5job:02d6424f4640dd25b954a3183dbad3b2a74a189cab87526bdb71b5e4e1ff2d37,SUCCESS,False,0.5569774527726996,0.24978972578490358,0.6927412564235597
v3g5job:c235c99fb1e7e49a1c1acf2288b092434c33debce1b89447a8cde80294442429,SUCCESS,False,0.37233394271785497,0.2504532753804408,0.6940581554454273
v3g5job:aa3f97a9d2183a6388a8804b2a8015fcf30d9a05dece0808af54395e7e32e907,SUCCESS,False,1.0,0.2546728281182927,0.7025344995141611
v3g5job:f8b47c8391b69eece9e04f25db77a9876454b82dd2b62c26d71f5c1fab8c15bb,SUCCESS,False,0.031687995124923825,0.25020446794157236,0.69355666201817
v3g5job:4c36f1765ae49fa2d4802d3c3a3c14f0ee18a9020f57623be95ae6d1ec8f7a76,SUCCESS,False,0.6812918951858623,0.25129710440437264,0.6957791999733806
v3g5job:3a27db7a51cabb428b5f1b66bc7f86956dd84943db96052bc97f9994bad06d43,SUCCESS,False,0.5612431444241316,0.24972722162705213,0.6926157635161594
v3g5job:ed2d76cdf697162a1656b35634c301f6105539ad7a25f6e90c446144a650876a,SUCCESS,False,0.3826934795856185,0.25048242279244465,0.6941169432233728
v3g5job:254d63503d2f2d66a4755b3af8d8bff6129de43d5521f39a99dcc903e83711e4,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:bb651083fc31c4f644545744f376a809fddc1e5ebd0613763b82700f62763262,SUCCESS,False,0.007921998781230956,0.24996429536015646,0.6930759046944235
v3g5job:0ce576d45abd4744801aa1b08ee4fa3bdd614dda62f1a01c44ecc083db0e3f7d,SUCCESS,False,0.48811700182815354,0.2504562868934842,0.6940635823421077
v3g5job:4c4f297af58761fd4ff00fc7953311db5bc7929e24ad345142d1788df1db0f04,SUCCESS,False,0.6258379037172456,0.24987062186071946,0.69290647274438
v3g5job:16ba30b6889ffae52e8869ce01e4f96e937f031bc9fafe6ef8128b4e6995fb15,SUCCESS,False,0.5149299207800122,0.25023452987946915,0.6936300590238986
v3g5job:e1b9326675e51fd869232b5d93874a0be10d66b0c23fe26e3871c23aef478595,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:eb0071e56fabeba148229998e2728eb52bd996d5fd49b2ef1d208962483407bd,SUCCESS,False,0.003656307129798903,0.2499342146850217,0.6930157186852076
v3g5job:a80b00ddecbe25a429843363a0c46006b86e2f086930ca32193b7675c4bbdcd2,SUCCESS,False,0.4893357708714199,0.2504608104944137,0.6940731329696138
v3g5job:057bae7aa90406366e1a1e7d9ded017ee6e56c721bdba1a37435abcaecefdb1f,SUCCESS,False,0.6240097501523462,0.2498727584729243,0.6929108251287399
v3g5job:9e645d4ae2574f533f5254b7e895a7f5d2c5e8843f3a0f745004ee27e0633ba3,SUCCESS,False,0.5161486898232784,0.2502341204777339,0.6936291762762812
v3g5job:048f05a65b7b623c5630785756fb28653d0744b4a4c747afda215891cfbedbb8,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:c6cb6c5ea054f73905aa06fd52583981c8bb94283da7def008a80e6d4cbd6505,SUCCESS,False,0.029250457038391225,0.25013755902829155,0.6934225838410353
v3g5job:5ddd51975c712e685caa3d1726adacbdba30e8e2c58bfc0a4bbb9c3160898968,SUCCESS,False,0.4954296160877514,0.2504516690426046,0.6940520330279778
v3g5job:bb31755cb9996ca29ef341fd3f088a3ad04616b5329fc071dfdd5aefd9ea0db3,SUCCESS,False,0.6246191346739792,0.2498420684899882,0.6928466296601241
v3g5job:9ada307ae18efb1a69329dd4f2d411de16b5805511570cc41387dec678de699f,SUCCESS,False,0.5094454600853139,0.25022852730831024,0.693618264452792
v3g5job:af2222a3a0e04cc7722e32c2b9553e3af81b69fa6ad4b20eed3fdc534f902d76,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:7d6fdd2aae7d338be9ede5076efbf7e0e785d9916bc314518f48b8e25c7288e5,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:fe145503ca671ac412b03577cd94a4010660150fe8c1a49493727769b2b48aa8,FAILED: Training fold is shorter than the registered rolling window.,,,,
