job_id,status,real_development_model_fitting_performed,coverage_fraction,mse
v3g5job:07705f54ae316950358cda90104a201896a92ac1f405b70671a6400f9aac891e,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:a064254deecf8ebc28701d8ba091293872f06ed14c94ab341ac38f479a66af23,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:45de6d7500c1c189744ea6d04ff83bf8892f09546b9b273f596f55f49c2ae4a6,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:081149091185b47b1722dc4c9338d852df5380bef425f29c3f57c07c68bd5700,SUCCESS,False,1.0,0.0007829263659481701
v3g5job:f67cad2f203b9d9f9cf0401a66a058dd8ba8e25da70f851066204bd487fdd863,SUCCESS,False,1.0,0.0013585437061176388
v3g5job:e7a4c8b4d03263cb96e7f98322d56310d2ff561d66e2e727216b04f6b4e6aeac,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:2307f1ef65c9ffb162b11a887ead58d3a86a2437103eefd8063fc236aa3d7788,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:42ff7c13d477c4bbe0c960f7d05945db718e7ad33c6dd7a9cc00b3bbfd8f0c2e,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:d9be0077cb0fb41409b9b78e91c6f10b3735ce23c17f3ba5c8ac06fafdefff15,SUCCESS,False,1.0,0.0007988458423525897
v3g5job:e6ff76821efa261655b6db71db673698c98f792dc1ad85d79161964fd329416e,SUCCESS,False,1.0,0.0018607787055700212
v3g5job:51a88b93f10eb8896c3aa50656afe3ff770389f338d85c5055395a7cc3da34bf,SUCCESS,False,1.0,0.001602820412611258
v3g5job:7bc6926c881633f5d4a587c5c2ead57aea9ed983c66c7788db2beac3fa0dddf7,SUCCESS,False,1.0,0.0012224701544836102
v3g5job:49f27916bb6c77d330ac0d1c6f50625256d1ce3af7ac1f6ecf42021bbf79b23a,SUCCESS,False,1.0,0.0007408823812755939
v3g5job:35db301ac38a58df0f8fd53b38ba11be18d82089104b7a03c1094fe4ebc66c04,SUCCESS,False,1.0,0.0007330172540256466
v3g5job:0a730fe7da1e409ff9ade87ec6f7fb869763ab3eff2ac646c7393a538130e0c0,SUCCESS,False,1.0,0.0007210500316340354
v3g5job:051664e35bc6b6c3cac8b932a6e487cfab308a7a4b115aad36d1b8f6904f5e6d,SUCCESS,False,1.0,0.001676477900578543
v3g5job:67d906be34a9799a70a8d3052d6bf5247900be76e7a60b411e69cce93fa59c2a,SUCCESS,False,1.0,0.0012319319082839026
v3g5job:a30f712c869ee1d49f0f03d2aa9353f16123efbeaef202b56f91e00f3613ba37,SUCCESS,False,1.0,0.000741487032807639
v3g5job:c15f96002ede07e5ebfd39ee7feca2ffb3e0e3180cd85a65b831072f612afccc,SUCCESS,False,1.0,0.0007338521799889749
v3g5job:b5c38e57f7b74e2bcaaed8e06e9352367463179df4f1f2f262427586aac93261,SUCCESS,False,1.0,0.0007215057721791677
v3g5job:0942f47e596c2ed67cb979c0a9f2e76baa37f219cb2aeb2cdc7e9d13f23d5d09,SUCCESS,False,1.0,0.001663306701845913
v3g5job:5fae2091c925e599706a308ed2fe2d994c74cecff0b46a36ef665d5eafd5bba3,SUCCESS,False,1.0,0.001230811156896018
v3g5job:6e544941f2749997f7aedc975243b73151e001ac510a5d5fe38659afeaf40a18,SUCCESS,False,1.0,0.0007414272492577299
v3g5job:b455a3d9e8b782f86c99eb0869802d23193b39eca2edd39defc40ecc6b5a6db0,SUCCESS,False,1.0,0.0007337738736043323
v3g5job:561f4a67d946cf27ec03c7d5c1ea6ccdc904574aee825d802afaf49ac0e48cb9,SUCCESS,False,1.0,0.0007214632793235855
