job_id,status,real_development_model_fitting_performed,coverage_fraction,mse
v3g5job:a0bc6405d3773da2e70af34362b49c9a88e8d4d2e197a4591addc9381a130cc4,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:e81a0f2cbb1c1d687c6748c96ef76b99a1a91aee5b4c91d1295f1c173e8fe253,SUCCESS,False,1.0,0.01441560602022843
v3g5job:5f33db9ae7605c12975cd24986baa17ceac5bfd6696c413d779f66932f8772f6,SUCCESS,False,1.0,0.008753606446083358
v3g5job:610076b7d6d2a322b64001a47e7edf8bc91fe373216ca2acca879a225402f90a,SUCCESS,False,1.0,0.0065925463961807
v3g5job:4f8ac17b3846d64983dda9379a99170569f8fef2c68c665ce2d6da49b62404d7,SUCCESS,False,1.0,0.006631548582025376
v3g5job:bdc84a636290a1898b8456421c466f8623245c3e3fad78568642eb702806aff7,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:0d7f30630664124aec99abc3a1920289719245547f38f1cb03fbab62624d3333,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:0c0cba2b49e511c488d5520b027b5f50b5ce71bbb41009a13eb8a0437c92f345,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:90d6e7e031acedd4172d61994cc670b83e03d9de51ce322aa68e5b59d642710c,SUCCESS,False,1.0,0.005923369773987523
v3g5job:d576ea6fb43c54bbbcbf866d087ce52662e06eea3e3203c3c224d6c79d90a449,SUCCESS,False,1.0,0.006261412338530106
v3g5job:7bc17f9124d82ae6825a7364e4481fa05ed73955771d35ac7dda80972e7f49a5,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:3291ce5a0a73f6ed32832ced98d42d2089760bbe254b592e65a304221eff44dd,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:b53daed378a3b4f14873a16298b07d7fd91e9d51584695163204ec9d00b70c49,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:be848df57987ac3b6b7ff540f5abbc56a1eb8d972fad40412a3907fe62860901,SUCCESS,False,1.0,0.005923198117352425
v3g5job:0f72add0524f1e3fccfc4be83956d70d9f19b06bcdfe6291200e0bebc1a7e249,SUCCESS,False,1.0,0.00626105984434838
v3g5job:4ceacfc15710282b0c856943780d75761678e3be8317ce0175d78c3890d96ef9,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:1f557fcfe1859aab18e3605004acb84f9027176f0693b657f29d094dc393f540,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:9889c288fa634a59a2023b5cc3d9b100a072d04c731cc04773f7b42af2779463,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:73165e03e38741a39c2b85657b5b53cc4bb3705bf8e99b419b756926705c317e,SUCCESS,False,1.0,0.005921573188337308
v3g5job:d860b70a4a4c843bdc44a71fedb46a39dcf6b24280109775c35eeaab207fe36e,SUCCESS,False,1.0,0.006257721843188765
v3g5job:1a7dd580505e99d29da53233f3a96aef006018ee7cb3750f120d5cc119f77586,SUCCESS,False,1.0,0.021015580392120096
v3g5job:48afad0bfa776fad52f67909bc4ba29f174df9e7178b4641f691643dd53f131d,SUCCESS,False,1.0,0.015500735529491948
v3g5job:d12bfdbaf0bc6c27e21a0ebc8ccc997deb115f2aba113de603aa5f59c0b5a424,SUCCESS,False,1.0,0.008661907985021642
v3g5job:8fa9e4114e96b3c1b0968bf82b725052b64b7dcdfb73b4251ff26153772c8c83,SUCCESS,False,1.0,0.006117623171294159
v3g5job:fec08582dd490820c2a1d9db0a80df5ec3a25c56aebeacec0a2327231e5c2343,SUCCESS,False,1.0,0.006323800122667213
v3g5job:d1eba3690727ffc9cdeed084663c315cbd38abd8e4454c72224e01125cd16bfa,SUCCESS,False,1.0,0.02131189645048364
v3g5job:2f2d1fca68eea43b2aec1db1d5a06a23b627191eec7735dc988086f88518cc0d,SUCCESS,False,1.0,0.016325625843023987
v3g5job:eb3ea9b7efb4b81006715afb57823706706b2df504a03f6af91c69971002d70f,SUCCESS,False,1.0,0.009114582506845055
v3g5job:6ecc4430a79e81c386ab45bed8d091283e9a18ba9a204ed9f9b8de6defad93ac,SUCCESS,False,1.0,0.006863482485338591
v3g5job:41dea33a64dea383814d190bd089fece28f4e502f09a350b31fc1cdde901821f,SUCCESS,False,1.0,0.0065108692807675185
v3g5job:9174111b22767d2a41ab1050b9a9970c7bc6dc26bd206239a019cbd20ab28dff,SUCCESS,False,1.0,0.01982203596346875
v3g5job:af2a530e423849436fb1c472433f0e74de6a829474239e93205937d3275ea6f7,SUCCESS,False,1.0,0.014760969939760586
v3g5job:6b9a713288dd58b398539dbbdd11db966ce0738ad9309df7fd02cc4c70a89974,SUCCESS,False,1.0,0.008477934510192776
v3g5job:993e8980f7d8cabc57499c7f9c727686ab4a12514d46284cd379d783e07db5eb,SUCCESS,False,1.0,0.0060166689287480275
v3g5job:a5572809c064d7d22c2c3ca22d48f5afcf7fcfbc277478657edf0b1a292a52ad,SUCCESS,False,1.0,0.006227309100577161
v3g5job:664eb4d38bd54adb4589e2cf863eda53e648547846834428dd55bd0b55fde3bd,SUCCESS,False,1.0,0.019975008397811897
v3g5job:9fcd86579d1cc6f946a5de60f200ce24bff4200cf4d2ad4a4f109cced320dbbd,SUCCESS,False,1.0,0.015522692107292258
v3g5job:aa81d6afc605e09cdcf6ed681392356a5409192251206cc29ab5085ba9c8537d,SUCCESS,False,1.0,0.008668970028828667
v3g5job:e6a27e9fb6b7278233325f451e93e345a08690a77950f2752353459939921b46,SUCCESS,False,1.0,0.006443639270670626
v3g5job:fc9efd87261bef1eb35a00e1b20179d1786433fde379b430a046960af4e68ba8,SUCCESS,False,1.0,0.006290438733701272
v3g5job:3d8ae443c2a1c5843c9c0bcd8b3f60570bae91fbed1e92165da95713b73e0537,SUCCESS,False,1.0,0.019960749512686927
v3g5job:f619204004c17b43500b360478749d10491ef2689c75e461fe56b3f92cccff18,SUCCESS,False,1.0,0.015500066397301308
v3g5job:4cdd675796e0de55e88713373b8b4db55538037d07dc0b95fd5f271f5dd17ed5,SUCCESS,False,1.0,0.008732153423262083
v3g5job:9f252c950098b019f1f7c18c1c450da3f9c5556a5ae336c0fcfd28828f2645e6,SUCCESS,False,1.0,0.006375301495208751
v3g5job:03e95782dd7b3449212c8b0a31203b4c06636a7d39057791edaefe001851eff8,SUCCESS,False,1.0,0.006363834643106792
v3g5job:188531f4d798c751ba1195549dc6398d6fa22c3e255a8241d73201bf1d8f90c9,SUCCESS,False,1.0,0.019933202331625908
v3g5job:5d258b3ea9c8d1d0d31141e8e62e2517aaeec31ffaf2c6311ce8848ad56f1750,SUCCESS,False,1.0,0.014587428044344567
v3g5job:6be4bce287bb748d89aeb073612e713812f9b0a12fbb07da35b480b2b3bcf3f9,SUCCESS,False,1.0,0.008429720061976944
v3g5job:e8551ac6dafdb3ef12cc0322729ab42fdc2c3ed305c5fbbc1c8c082883991ad2,SUCCESS,False,1.0,0.0060129000710503425
v3g5job:4d07621e101ddfc26bdf09817f8e080fcc87dc714682c47d869c1d1279f38a90,SUCCESS,False,1.0,0.006246482207405589
v3g5job:b464a07fb85dfe0336b4e21ee92952f9cc96132a75b642e82daae9d0e4f7b428,SUCCESS,False,1.0,0.021013936211546538
v3g5job:187646eccf949a5d76f44c034c95ce0af9129ebdba19378bf7dd1390672554a0,SUCCESS,False,1.0,0.015410097158888584
v3g5job:d10c0de60afa9d0363901b384fe0885115e42384b55e46cb84db226250a7a8e2,SUCCESS,False,1.0,0.008645873140776722
v3g5job:ccc0b5b441921009ea174b3b2a972d777a80d53ed8be17a4b49590283b0d8501,SUCCESS,False,1.0,0.006120516038048076
v3g5job:df289f9e07602d4229eeed2edef2fa7665c2f79e9e0b74cf8018f76b95b322f1,SUCCESS,False,1.0,0.006253765106061785
v3g5job:01f48f52709b0196548b664700b4bdca2a4d95941fedf839e1026296cb711673,SUCCESS,False,1.0,0.021048498168549878
v3g5job:b4161dbc1e247b05d698947aa66e0e6368ef9e1ae07e9035e68ad4c8a8e304fc,SUCCESS,False,1.0,0.01626090558476506
v3g5job:435df602dc3f7ee7dfa4c3af339aeee49155cab86c4098752e110bd2e4871d10,SUCCESS,False,1.0,0.009170320281625722
v3g5job:385caf52f8db2f40f254bf9202202dde22def846708b29bde92b14d5f9273713,SUCCESS,False,1.0,0.006852106975816902
v3g5job:1b28afa28ac227c64ed8fb48762ca0c28c10d192eb8759f412d88337c4476b8d,SUCCESS,False,1.0,0.00658537229772509
v3g5job:58d29df2a4e3535d7abcd80d717a16da54605e9630e115ba21292d626f4a9150,FAILED: Training fold is shorter than the registered rolling window.,,,
v3g5job:6be13d52f4e6d5f271c50f22387fe63587e77f9b72b35a4f941770b799a080c3,SUCCESS,False,1.0,0.016391084066690743
