job_id,status,real_development_model_fitting_performed,coverage_fraction,brier_score,log_loss
v3g5job:48c1cc352beae5729961fb7c33c89417cc3e1445a06ca90e1257b121642944aa,SUCCESS,False,1.0,0.30522307780343233,0.8113436866522369
v3g5job:7886d549966ade5eb0a819015b432484dc4dfdc94c6eac89af70d0fd5590200b,SUCCESS,False,0.9239130434782609,0.2479215708211732,0.6889644495778277
v3g5job:784bdfd7f7c312f8c7c6c5e5040faec8f056a1bc68d965a47631a8a9e12180a8,SUCCESS,False,0.967391304347826,0.2589951051644395,0.7112916058128819
v3g5job:eb45e668479c2db4d1999fa96aac23dd01a357e458aa3ff420acd683f472522e,SUCCESS,False,1.0,0.25530165739565314,0.70388303447401
v3g5job:84b0b42ab3ff09087e9946e0450fa6177787bb36db757c49657de16683f890a1,SUCCESS,False,0.6195652173913043,0.24914923976545367,0.6914399208099584
v3g5job:70682bccfa029884792bc93114ae62c69e002d9c66523995659c5fc618bdb374,SUCCESS,False,1.0,0.308884285467221,0.8200625302432937
v3g5job:4d0cb1eb6dfb04a73717e081ee158b20c23804c476de676ce025140b923aaddf,SUCCESS,False,0.9130434782608695,0.2484695011053734,0.6900965155940322
v3g5job:7810efb175a7bca74d12454b72dd997a4eb14c96bb05c5ce029d9b508a3fb310,SUCCESS,False,1.0,0.2587132632373975,0.7107184768833181
v3g5job:3131909ef314967bd192771f5f9440b0e68b7b4b04c75a91ded55946cff55c83,SUCCESS,False,1.0,0.2552854248207293,0.70384956291445
v3g5job:4ad22694540fb2dd79c8b89583d8925a5be253d30968f7a5b276688d3032e716,SUCCESS,False,0.5217391304347826,0.2487936405650647,0.6907227364307528
v3g5job:960022f135021d5936b66ea07515315f7d747e164fa90b7b1f5b8d1f862c7a50,SUCCESS,False,1.0,0.305639582961528,0.8125248816401108
v3g5job:037090220684a9ec9c478e233392fcdca8f5dc2fb12a9610030d5812c5280635,SUCCESS,False,0.9021739130434783,0.24910844410291472,0.6914134298369689
v3g5job:c971bbc31b3ff85be6a9f2721997865f310aa82eacaafeddd52279fbf6f01539,SUCCESS,False,0.967391304347826,0.2595432279179484,0.7124264948624919
v3g5job:19f0abfd407412bf58b6358306953a794bc1091dd3a6ab6afda4355bc945560a,SUCCESS,False,1.0,0.25517666365214525,0.7036275049912329
v3g5job:1449ccd665346721ca06b61c2b67f6f2aa4d34dbc27c7b70191b9840fac5f862,SUCCESS,False,0.7391304347826086,0.24994109821087274,0.6930403781057378
v3g5job:1001a47aea193abe340a190c5f846e5605084566496a0685d8fd4d78db8e8eba,SUCCESS,False,1.0,0.30909235096861026,0.8210352811550127
v3g5job:95f3a1fe13763340a4cfafecff7a1bd0279970789bf4570e9ff4b0f139c9f373,SUCCESS,False,0.9456521739130435,0.2520070280832953,0.6975324915706068
v3g5job:eb4f87cea768400b47547ad06d68f68ec95fe160ae4650281306dd21b8f77b0a,SUCCESS,False,0.9565217391304348,0.2599821660992915,0.7133327078764264
v3g5job:7ed2e02bd370f48afee7de1a6aeda28090180f2356aaeec02c89ec2ef9ba1047,SUCCESS,False,1.0,0.25525934261975336,0.7037961650751723
v3g5job:6105846a98868da044600d53ea3957a83f62a08b08c5e65328c3f827d94c3fc7,SUCCESS,False,0.6739130434782609,0.24874211116678466,0.6906253652384499
v3g5job:1b5e34b973c8a08daa5283f23f5d5822622df604eacabbe448ed30c8d4e075d5,SUCCESS,False,1.0,0.30576432494649375,0.8126040096349401
v3g5job:9e943914dbae102388142211bdfe371dbfc76f51e757ff3e0bffc204dca8cb64,SUCCESS,False,0.9456521739130435,0.24740071022134136,0.6879117840617588
v3g5job:367a1481dd0e20ef3ec2222f09287da519eb86cfae2f67af8b069c95a916880d,SUCCESS,False,0.967391304347826,0.25899325238034515,0.7112930685162205
v3g5job:472f21311e7b03786ae732f2c9cb683181dcfa4caeabaf85ad43dd0ca5b0012f,SUCCESS,False,1.0,0.2552857129596524,0.7038503373433836
v3g5job:4cb53f93772730a63b20bf60aacf3e9152d3328f0a53277a8b7158a130a7c8f9,SUCCESS,False,0.5978260869565217,0.25004336402424476,0.6932302288724386
v3g5job:ac77db5ce3300f12a86b4dd192abf972c935b80c3bd70e4ea4a86dc0ad6a21e8,SUCCESS,False,1.0,0.30708865413449005,0.815851128524783
v3g5job:21c95eb4632a3b4af9e07b7e3cdf0fb1849b13d978e2b459b201a8cf369a9e39,SUCCESS,False,0.9565217391304348,0.24796194951473605,0.6890539739336442
v3g5job:eec8f2d9752f369a1d14bc7dd78b0250678e6fceec9de24116fecd9651f36fa4,SUCCESS,False,0.9782608695652174,0.2586452248012346,0.7105738210575739
v3g5job:8c907f4dcec86e7f51c4068e40f9ee02879d3b842b40f203af5f5c0f63ecb6b4,SUCCESS,False,1.0,0.25540043725083245,0.704090947462046
v3g5job:3486d118223d13a8a9cf7cd7493073b4796a64c44a3096054dbb8e0e01e4583e,SUCCESS,False,0.6413043478260869,0.24881302806946534,0.6907679126363608
v3g5job:433d5a2913c25745b3a0abff09ea525b7b71de53a64e752ded54435b9360c903,SUCCESS,False,1.0,0.30890853162511733,0.8199250032606541
v3g5job:bdc611914b7da0078097be75bd1a272ae71a9904bb1521750ffcbde6863a2c96,SUCCESS,False,1.0,0.24701448011723587,0.6871342003931555
v3g5job:41c689abaa653556312cb259bd9be826a9d752f192a8f80e1e94e2861369749a,SUCCESS,False,1.0,0.25807903347780536,0.7094117372604113
v3g5job:01a64c1ceee15ee771b14a5a319e7fde381258a3fc05215f82314ab0f95c9cc6,SUCCESS,False,1.0,0.2552342261707107,0.7037460229341655
v3g5job:aebad16d8aef6926cc5d0813bfe7812ef75219320d22ee090f6addbed58f8fb6,SUCCESS,False,0.391304347826087,0.24947959066639275,0.6921024454719151
v3g5job:aae2ba4ef7b7ca35ebb732be42965695f421a8cbcd26f8ce061391548b19d76e,SUCCESS,False,1.0,0.3116817594616629,0.8268005966646169
v3g5job:5fe734879214b3b667ea2a6b6d1e2def3c740913d16a503f487a293b2eb7cd55,SUCCESS,False,0.9891304347826086,0.24700088941677226,0.6871015119994051
v3g5job:c9aea6511d98045c739d09563c8aa2771d1c5bb843c6ed2e5ebdb88c4b14b5dd,SUCCESS,False,1.0,0.25808903923368093,0.709431481697177
v3g5job:625ac4b1cb0befa86b1fc1f325aa0708d8fbb4194a1da196b679429e550216c0,SUCCESS,False,1.0,0.2552733233547594,0.7038253144951852
v3g5job:680283db7aef442bf8b58209dbecaeb006afae4e63ec7d67224ab982dbb8cefa,SUCCESS,False,0.34782608695652173,0.24949658932244945,0.6921374352586934
v3g5job:fef02cbc9959829cf34d6ac05692dbc048973f1d8d756987b1007f398d55f126,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:98aac60ad4439771ffcc7d2cd23efc9e5ab0b2bb0048d50bbb374258faa66aea,SUCCESS,False,0.8804347826086957,0.25228602719532894,0.6984290840795335
v3g5job:bcff667fa4f73a5b0705a1983ec25f2777d2f315317dcb8adde0350cf610e40f,SUCCESS,False,0.8369565217391305,0.2615606961036914,0.7167141445187456
v3g5job:c497f5ea34513bdd4747cc170c548d0afa433d32de8a141fb5a0e1e05956f593,SUCCESS,False,1.0,0.25447340265566626,0.7022045091444115
v3g5job:dc937cc63360cce87cebc23bcab27aa6de308f27843833cdec88058d9b37c0f4,SUCCESS,False,0.0,0.25011709741170635,0.6933813386440101
v3g5job:c4687510ab79c32a20c875fe18baa46e94978479a3187b562c1366dfa941408a,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:f6cfa17ce8991e5329cc0bba5a4145e9489fff9f827578270e8fd36cf6ea474a,SUCCESS,False,0.9239130434782609,0.25249288211715026,0.6988853879665144
v3g5job:11bf0af9f74da1902b5aa3876e4e0a12ba41c34c31e54c5ff162a9f31b38b5ec,SUCCESS,False,0.8695652173913043,0.26418374751527296,0.7223298262620158
v3g5job:185a2433aa9f7da58f7056d245ca989b85dcdbc1be7e41540d4dd944b5bacb74,SUCCESS,False,1.0,0.255320335769317,0.7039210923969198
v3g5job:3ae518b2016161e2204324d95434e179de0de3b0c138f23bee20b9b493083122,SUCCESS,False,0.0,0.24997729491906873,0.6931016677340124
v3g5job:b8a36345d671451d1df859d5ec8d514f99361a2d2e44a3e048ded4a3a72918b7,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:a1a25d6fbcd4c18b0ab2cbd223dc4cce495de3a785ee8116eb811c4732596165,SUCCESS,False,0.9239130434782609,0.24890362219808598,0.6910459551733215
v3g5job:ef9b39de3acf8b78fa2a1c34d03a512eff8a8a30e335e9c5ff855ba509b7592a,SUCCESS,False,0.8695652173913043,0.26025952460869983,0.7140580282411747
v3g5job:85d4a80ee5831f9cf3a57f5ad8c0e4c62355d7120171beda541e4c91591ba367,SUCCESS,False,1.0,0.25468861924905534,0.702631945312085
v3g5job:54aac59f133871264203946b684715a19a58b1c9f57e57de57e9f43620fb46bf,SUCCESS,False,0.043478260869565216,0.25036429494390344,0.6938761425611152
v3g5job:d7de36418dfc8cef8a0286c37b0c54b76993873a79cb22afdca374551454e74a,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:7570127b75efba318b576fe339fa883ac4aa3f9b5eff80491855591512074cae,SUCCESS,False,0.8913043478260869,0.25139310373679075,0.6963054220374775
v3g5job:ae9830e907c3217ad4010769ef524b9fc6b6b242f4bb85b1aa3c9742b9db2339,SUCCESS,False,0.9130434782608695,0.2616614023459856,0.7169364978114323
v3g5job:a1409bea143a42515e56a24cb21a0af8340fbe382d9815404159858178f83122,SUCCESS,False,1.0,0.25466101526159124,0.7025829108097643
v3g5job:331817cf6b8676d698552b8a253cb53f44bc2d738dfcaffe354c3576d48e6751,SUCCESS,False,0.31521739130434784,0.2505457390706714,0.6942405855922074
v3g5job:68533cc804d6269683c2c09d57d061f23e59929d16b5e93e417ba8e6200c9b92,FAILED: Training fold is shorter than the registered rolling window.,,,,
v3g5job:dc6a22b681fdfcf5a1967ebd5d73020ffd00bc5b88334b1f99e23f9e851f56d4,SUCCESS,False,0.9021739130434783,0.25356141823786144,0.7011315797283681
