horizon_candles,outer_fold,Timestamp,state_p_range,state_p_trend,state_p_stress,state_label
6,3,2023-09-14 08:00:00+00:00,0.9976914726601761,0.0018705367450407373,0.00043799059478323907,range
6,3,2023-09-14 12:00:00+00:00,0.996035705738913,0.00348638726322878,0.0004779069978582225,range
6,3,2023-09-14 16:00:00+00:00,0.9951069884095283,0.004279410338680794,0.0006136012517908728,range
6,3,2023-09-14 20:00:00+00:00,0.9963356937939419,0.002687192865634428,0.0009771133404237523,range
6,3,2023-09-15 00:00:00+00:00,0.9893159033966675,0.010048781943023364,0.0006353146603092147,range
6,3,2023-09-15 04:00:00+00:00,0.9947081493037715,0.004436838554601737,0.0008550121416266727,range
6,3,2023-09-15 08:00:00+00:00,0.9963951262659733,0.0028199380887737675,0.000784935645252768,range
6,3,2023-09-15 12:00:00+00:00,0.9972451130526636,0.0019104595572040678,0.0008444273901323305,range
6,3,2023-09-15 16:00:00+00:00,0.9974209941107066,0.0016717377791897704,0.0009072681101036496,range
6,3,2023-09-15 20:00:00+00:00,0.9906536362212036,0.00875209959569802,0.0005942641830982825,range
6,3,2023-09-16 00:00:00+00:00,0.9973459426131264,0.0020654700367170567,0.000588587350156468,range
6,3,2023-09-16 04:00:00+00:00,0.9976167036527823,0.0016064245777771202,0.0007768717694407659,range
6,3,2023-09-16 08:00:00+00:00,0.9975076223737225,0.0018892519860763902,0.00060312564020123,range
6,3,2023-09-16 12:00:00+00:00,0.9979179891107983,0.0011365780013675739,0.0009454328878341916,range
6,3,2023-09-16 16:00:00+00:00,0.9980416153539876,0.0013011259804559464,0.0006572586655565318,range
6,3,2023-09-16 20:00:00+00:00,0.9971293495906787,0.0023314704528585683,0.0005391799564627282,range
6,3,2023-09-17 00:00:00+00:00,0.9980625264659683,0.0011454278497403851,0.0007920456842915894,range
6,3,2023-09-17 04:00:00+00:00,0.9981048931825023,0.0010256162432637338,0.0008694905742338455,range
6,3,2023-09-17 08:00:00+00:00,0.9969657731965826,0.00233862391988947,0.0006956028835279254,range
6,3,2023-09-17 12:00:00+00:00,0.9972382298853096,0.001809704923127835,0.0009520651915626344,range
6,3,2023-09-17 16:00:00+00:00,0.9971446583633775,0.00186789035695304,0.0009874512796694968,range
6,3,2023-09-17 20:00:00+00:00,0.9976090645723535,0.001280379141471171,0.0011105562861755435,range
6,3,2023-09-18 00:00:00+00:00,0.9948102849621419,0.004570451200317553,0.0006192638375403304,range
6,3,2023-09-18 04:00:00+00:00,0.9976226277322582,0.0015134258448729894,0.0008639464228689522,range
6,3,2023-09-18 08:00:00+00:00,0.991759256964803,0.007632508832535772,0.0006082342026612407,range
6,3,2023-09-18 12:00:00+00:00,0.9901866434814725,0.009199957369626458,0.0006133991489011958,range
6,3,2023-09-18 16:00:00+00:00,0.9963045471249341,0.0026866000665612183,0.0010088528085046976,range
6,3,2023-09-18 20:00:00+00:00,0.9973018363411931,0.0018519338668725998,0.0008462297919341426,range
6,3,2023-09-19 00:00:00+00:00,0.9928145991229587,0.006631167349695668,0.0005542335273459755,range
6,3,2023-09-19 04:00:00+00:00,0.9959092435309598,0.003011727437199039,0.001079029031841222,range
6,3,2023-09-19 08:00:00+00:00,0.9871706687229773,0.012188644681727773,0.000640686595294964,range
6,3,2023-09-19 12:00:00+00:00,0.994920698850051,0.004170827206918945,0.0009084739430302571,range
6,3,2023-09-19 16:00:00+00:00,0.995745196632224,0.0031756309867820363,0.0010791723809937541,range
6,3,2023-09-19 20:00:00+00:00,0.9940584340746735,0.00524350098681276,0.0006980649385139989,range
6,3,2023-09-20 00:00:00+00:00,0.9969830878494057,0.002217562312685551,0.0007993498379085073,range
6,3,2023-09-20 04:00:00+00:00,0.9965064174105593,0.0028867448921003724,0.0006068376973402365,range
6,3,2023-09-20 08:00:00+00:00,0.9971840232748067,0.0023008620124478373,0.0005151147127453108,range
6,3,2023-09-20 12:00:00+00:00,0.9975456110937112,0.001950156979598646,0.0005042319266900814,range
6,3,2023-09-20 16:00:00+00:00,0.9977649310079475,0.0015591643442296283,0.0006759046478227744,range
6,3,2023-09-20 20:00:00+00:00,0.9964017761895438,0.003084274627093967,0.0005139491833620621,range
6,3,2023-09-21 00:00:00+00:00,0.9978954843546842,0.001370264008146565,0.0007342516371695467,range
6,3,2023-09-21 04:00:00+00:00,0.9977625954609619,0.0011680532551057992,0.001069351283932309,range
6,3,2023-09-21 08:00:00+00:00,0.9976233156071195,0.0007180377180475471,0.001658646674832802,range
6,3,2023-09-21 12:00:00+00:00,0.9984781613430808,0.0008745172439883244,0.0006473214129308903,range
6,3,2023-09-21 16:00:00+00:00,0.9981993285650658,0.0011311318001802023,0.0006695396347538885,range
6,3,2023-09-21 20:00:00+00:00,0.9979059289740363,0.0009029101900429082,0.0011911608359206998,range
6,3,2023-09-22 00:00:00+00:00,0.9974964257704921,0.0019024540448765847,0.0006011201846314447,range
6,3,2023-09-22 04:00:00+00:00,0.9980249697882919,0.0011688611833755296,0.0008061690283328272,range
6,3,2023-09-22 08:00:00+00:00,0.9977783780932857,0.001434752336209205,0.0007868695705049324,range
6,3,2023-09-22 12:00:00+00:00,0.9974696880479968,0.0008924781875813741,0.0016378337644218056,range
6,3,2023-09-22 16:00:00+00:00,0.9972161422957855,0.0011434956173991438,0.0016403620868151168,range
6,3,2023-09-22 20:00:00+00:00,0.9973649979988258,0.0014520321678819037,0.0011829698332923783,range
6,3,2023-09-23 00:00:00+00:00,0.9973135690969576,0.0012366260925761627,0.0014498048104662823,range
6,3,2023-09-23 04:00:00+00:00,0.9970141402525189,0.002071984818493277,0.0009138749289876239,range
6,3,2023-09-23 08:00:00+00:00,0.9970159640608978,0.001975727845259383,0.0010083080938429513,range
6,3,2023-09-23 12:00:00+00:00,0.9969917488938862,0.001396534857032409,0.0016117162490812413,range
6,3,2023-09-23 16:00:00+00:00,0.9968780654788296,0.0023019983496035137,0.0008199361715671648,range
6,3,2023-09-23 20:00:00+00:00,0.9968925979362496,0.002181251634709999,0.0009261504290405443,range
6,3,2023-09-24 00:00:00+00:00,0.9969796120750558,0.002152509397676252,0.0008678785272682014,range
6,3,2023-09-24 04:00:00+00:00,0.9968111542537057,0.0022545601236759706,0.0009342856226185117,range
6,3,2023-09-24 08:00:00+00:00,0.9970074802219844,0.0019278088734780766,0.001064710904537696,range
6,3,2023-09-24 12:00:00+00:00,0.9965394549339698,0.0022050096809501703,0.0012555353850799327,range
6,3,2023-09-24 16:00:00+00:00,0.9956976127746876,0.0027755365531962955,0.001526850672115783,range
6,3,2023-09-24 20:00:00+00:00,0.9960341034823371,0.002325297172510392,0.001640599345152617,range
6,3,2023-09-25 00:00:00+00:00,0.9954112452721685,0.0034796867391252533,0.0011090679887061565,range
6,3,2023-09-25 04:00:00+00:00,0.9958633106079205,0.0027861409174116903,0.0013505484746680005,range
6,3,2023-09-25 08:00:00+00:00,0.9951237333087837,0.0035280911971882407,0.0013481754940282214,range
6,3,2023-09-25 12:00:00+00:00,0.9946835409839687,0.0038840643255638138,0.001432394690467486,range
6,3,2023-09-25 16:00:00+00:00,0.9953021206196824,0.0030561615278982875,0.0016417178524193758,range
6,3,2023-09-25 20:00:00+00:00,0.995092773079561,0.0027237623361413537,0.0021834645842976627,range
6,3,2023-09-26 00:00:00+00:00,0.9949239849182198,0.003450182378066921,0.001625832703713215,range
6,3,2023-09-26 04:00:00+00:00,0.9952901556516677,0.002487010280207737,0.0022228340681243147,range
6,3,2023-09-26 08:00:00+00:00,0.9951479367834206,0.0032567108496021784,0.001595352366977057,range
6,3,2023-09-26 12:00:00+00:00,0.9950410200344669,0.0021087175015249526,0.002850262464008348,range
6,3,2023-09-26 16:00:00+00:00,0.99553116420612,0.0030220486101016756,0.0014467871837781678,range
6,3,2023-09-26 20:00:00+00:00,0.9952732598206797,0.002071063107353603,0.0026556770719666886,range
6,3,2023-09-27 00:00:00+00:00,0.9957186475209855,0.002467225958775011,0.0018141265202394556,range
6,3,2023-09-27 04:00:00+00:00,0.9956995996485241,0.0021148535084134245,0.00218554684306263,range
6,3,2023-09-27 08:00:00+00:00,0.9918784155266417,0.007164329382615044,0.0009572550907431082,range
6,3,2023-09-27 12:00:00+00:00,0.9948822301875889,0.0011795959348866937,0.003938173877524268,range
6,3,2023-09-27 16:00:00+00:00,0.9978493025699089,0.0012504149344546088,0.000900282495636565,range
6,3,2023-09-27 20:00:00+00:00,0.9974635341874093,0.00187042446823906,0.0006660413443513824,range
6,3,2023-09-28 00:00:00+00:00,0.9977436018806247,0.0015388661075431346,0.0007175320118322447,range
6,3,2023-09-28 04:00:00+00:00,0.9977218028315794,0.0015101979364455168,0.0007679992319750838,range
6,3,2023-09-28 08:00:00+00:00,0.9978014440122878,0.001307888457439206,0.0008906675302730958,range
6,3,2023-09-28 12:00:00+00:00,0.9929829160783775,0.006446323424452429,0.0005707604971697932,range
6,3,2023-09-28 16:00:00+00:00,0.9967365185164813,0.0026916881566918624,0.0005717933268267941,range
6,3,2023-09-28 20:00:00+00:00,0.9938254233171597,0.005597767394191403,0.0005768092886488217,range
6,3,2023-09-29 00:00:00+00:00,0.9921925506474514,0.007171847991806472,0.0006356013607423032,range
6,3,2023-09-29 04:00:00+00:00,0.9929735943623226,0.006218577676904192,0.0008078279607732898,range
6,3,2023-09-29 08:00:00+00:00,0.9967844923017166,0.0022456619207742046,0.0009698457775090759,range
6,3,2023-09-29 12:00:00+00:00,0.9900534382906447,0.009244606775567448,0.0007019549337878986,range
6,3,2023-09-29 16:00:00+00:00,0.9943591410329446,0.0046366708488488504,0.001004188118206378,range
6,3,2023-09-29 20:00:00+00:00,0.994716355204,0.004536441756813792,0.0007472030391860899,range
6,3,2023-09-30 00:00:00+00:00,0.9958246775115812,0.0033383527370662858,0.000836969751352544,range
6,3,2023-09-30 04:00:00+00:00,0.9944953174860761,0.004805326785152905,0.0006993557287708769,range
6,3,2023-09-30 08:00:00+00:00,0.9950003767037807,0.004145160187577159,0.0008544631086420666,range
6,3,2023-09-30 12:00:00+00:00,0.43584355090861854,0.561653196921151,0.0025032521702299374,trend
6,3,2023-09-30 16:00:00+00:00,0.93584715500906,0.06087606898925531,0.0032767760016848206,range
6,3,2023-09-30 20:00:00+00:00,0.9921746903619156,0.0069040421457792584,0.0009212674923053108,range
6,3,2023-10-01 00:00:00+00:00,0.9966827988990716,0.0025189036824516376,0.0007982974184767084,range
6,3,2023-10-01 04:00:00+00:00,0.9956845786618531,0.0038283846382429886,0.00048703669990414434,range
6,3,2023-10-01 08:00:00+00:00,0.007988392912861344,0.9910035610269505,0.001008046060187928,trend
6,3,2023-10-01 12:00:00+00:00,0.418245488505047,0.5712839437897349,0.010470567705217732,trend
6,3,2023-10-01 16:00:00+00:00,0.7894072355576637,0.19449657232950116,0.01609619211283535,range
6,3,2023-10-01 20:00:00+00:00,0.0333346024278169,0.9649579025201348,0.0017074950520485344,trend
6,3,2023-10-02 00:00:00+00:00,0.0674469330262325,0.9243147527589055,0.008238314214861967,trend
6,3,2023-10-02 04:00:00+00:00,0.06221245712306763,0.9296399104443048,0.008147632432627634,trend
6,3,2023-10-02 08:00:00+00:00,0.12220286944077914,0.8330119457630404,0.044785184796180134,trend
