candidate_id,signal_family,horizon_candles,horizon_hours,interpretation,period,lower_threshold,upper_threshold,standard_deviations,model_family,window_scheme,calibration,confirmatory_eligible
v2-candidate-01099,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01100,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01101,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01102,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01103,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01104,rsi,2,8,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01105,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01106,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01107,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01108,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01109,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01110,rsi,2,8,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01111,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01112,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01113,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01114,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01115,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01116,rsi,2,8,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01117,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01118,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01119,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01120,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01121,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01122,rsi,3,12,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01123,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01124,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01125,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01126,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01127,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01128,rsi,3,12,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01129,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01130,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01131,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01132,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01133,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01134,rsi,3,12,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01135,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01136,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01137,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01138,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01139,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01140,rsi,6,24,continuous,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01141,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01142,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01143,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01144,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01145,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01146,rsi,6,24,continuous,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01147,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01148,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01149,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01150,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01151,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01152,rsi,6,24,continuous,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01153,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01154,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01155,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01156,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01157,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01158,rsi,1,4,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01159,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01160,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01161,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01162,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01163,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01164,rsi,1,4,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01165,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01166,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01167,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01168,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01169,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01170,rsi,1,4,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01171,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01172,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01173,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01174,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01175,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01176,rsi,2,8,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01177,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01178,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01179,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01180,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01181,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01182,rsi,2,8,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01183,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01184,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01185,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01186,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01187,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01188,rsi,2,8,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01189,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01190,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01191,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01192,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01193,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01194,rsi,3,12,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01195,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01196,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01197,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01198,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01199,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01200,rsi,3,12,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01201,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01202,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01203,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01204,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01205,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01206,rsi,3,12,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01207,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01208,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01209,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01210,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01211,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01212,rsi,6,24,contrarian,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01213,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01214,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01215,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01216,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01217,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01218,rsi,6,24,contrarian,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01219,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01220,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01221,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01222,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01223,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01224,rsi,6,24,contrarian,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01225,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01226,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01227,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01228,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01229,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01230,rsi,1,4,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01231,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01232,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01233,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01234,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01235,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01236,rsi,1,4,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01237,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01238,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01239,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01240,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01241,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01242,rsi,1,4,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01243,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01244,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01245,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01246,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01247,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01248,rsi,2,8,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01249,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01250,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01251,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01252,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01253,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01254,rsi,2,8,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01255,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01256,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01257,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01258,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01259,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01260,rsi,2,8,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01261,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01262,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01263,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01264,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01265,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01266,rsi,3,12,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01267,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01268,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01269,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01270,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01271,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01272,rsi,3,12,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01273,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01274,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01275,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01276,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01277,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01278,rsi,3,12,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01279,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,expanding,none,True
v2-candidate-01280,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01281,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01282,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01283,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01284,rsi,6,24,continuation,14,25.0,75.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01285,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01286,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01287,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01288,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01289,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01290,rsi,6,24,continuation,14,25.0,75.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01291,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,expanding,none,True
v2-candidate-01292,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01293,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01294,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01295,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01296,rsi,6,24,continuation,14,25.0,75.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01297,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,expanding,none,True
v2-candidate-01298,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01299,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01300,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01301,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01302,rsi,1,4,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01303,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01304,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01305,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01306,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01307,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01308,rsi,1,4,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01309,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,expanding,none,True
v2-candidate-01310,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01311,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01312,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01313,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01314,rsi,1,4,continuous,14,30.0,70.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01315,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,expanding,none,True
v2-candidate-01316,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01317,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01318,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01319,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01320,rsi,2,8,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01321,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,expanding,none,True
v2-candidate-01322,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,expanding,sigmoid,True
v2-candidate-01323,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,none,True
v2-candidate-01324,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_one_year_observations,sigmoid,True
v2-candidate-01325,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,none,True
v2-candidate-01326,rsi,2,8,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,rolling_two_year_observations,sigmoid,True
v2-candidate-01327,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,expanding,none,True
v2-candidate-01328,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,expanding,sigmoid,True
v2-candidate-01329,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,rolling_one_year_observations,none,True
v2-candidate-01330,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,rolling_one_year_observations,sigmoid,True
v2-candidate-01331,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,rolling_two_year_observations,none,True
v2-candidate-01332,rsi,2,8,continuous,14,30.0,70.0,,spline_regularized,rolling_two_year_observations,sigmoid,True
v2-candidate-01333,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,expanding,none,True
v2-candidate-01334,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,expanding,sigmoid,True
v2-candidate-01335,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,none,True
v2-candidate-01336,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,rolling_one_year_observations,sigmoid,True
v2-candidate-01337,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,none,True
v2-candidate-01338,rsi,3,12,continuous,14,30.0,70.0,,regularized_linear,rolling_two_year_observations,sigmoid,True
v2-candidate-01339,rsi,3,12,continuous,14,30.0,70.0,,shallow_hist_gradient_boosting,expanding,none,True
